Country,Year,GDP_rise,Gini,Agg_dem,Agg_sup,Avg CPI,Eco_Equ,Per_cap,mar_cost,inf_rate,int_rate
Mauritania,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Eritrea,1972,2.8,5.54,3.35,6.63,130.7,258.66,2.8,5.54,3.1,6.14
Namibia,1972,2.3,4.55,3.35,6.63,130.7,258.66,2.3,4.55,2.3,4.55
Oklahoma,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Gambia,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Botswana,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Puerto Rico,1972,1.2,2.37,3.35,6.63,130.7,258.66,1.2,2.37,3.35,6.63
Rhode Island,1972,3.65,7.22,3.35,6.63,130.7,258.66,3.65,7.22,3.65,7.22
Gabon,1972,0,0,3.35,6.63,130.7,258.66,0,0,0,0
Lesotho,1972,2.8,5.54,3.35,6.63,130.7,258.66,2.8,5.54,2.8,5.54
Mauritius,1972,0,0,3.35,6.63,130.7,258.66,0,0,0,0
Eswatini,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Djibouti,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Utah,1972,2.5,4.95,3.35,6.63,130.7,258.66,2.5,4.95,2.75,5.44
Vermont,1972,3.55,7.03,3.35,6.63,130.7,258.66,3.55,7.03,3.55,7.03
Comoros,1972,2.65,5.24,3.35,6.63,130.7,258.66,2.65,5.24,2.65,5.24
CaboVerde,1972,2.3,4.55,3.35,6.63,130.7,258.66,2.3,4.55,2.3,4.55
Seychelles,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Wisconsin,1972,3.35,6.63,3.35,6.63,130.7,258.66,3.35,6.63,3.35,6.63
Wyoming,1972,1.6,3.17,3.35,6.63,130.7,258.66,1.6,3.17,1.6,3.17
Nigeria,1973,0,0,3.8,7.22,136.2,258.66,0,0,0,0
Ethiopia,1973,4.3,8.17,3.8,7.22,136.2,258.66,4.3,8.17,4.3,8.17
Egypt,1973,0,0,3.8,7.22,136.2,258.66,0,0,0,0
DRcongo,1973,3.35,6.36,3.8,7.22,136.2,258.66,3.35,6.36,3.35,6.36
Tanzania,1973,4.25,8.07,3.8,7.22,136.2,258.66,4.25,8.07,4.25,8.07
SouthAfrica,1973,3,5.7,3.8,7.22,136.2,258.66,3,5.7,3,5.7
Kenya,1973,4.25,8.07,3.8,7.22,136.2,258.66,4.25,8.07,4.25,8.07
Uganda,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Algeria,1973,3.7,7.03,3.8,7.22,136.2,258.66,3.7,7.03,4.85,9.21
Sudan,1973,0,0,3.8,7.22,136.2,258.66,0,0,0,0
Morocco,1973,3.25,6.17,3.8,7.22,136.2,258.66,3.25,6.17,3.25,6.17
Angola,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Mozambique,1973,3.85,7.31,3.8,7.22,136.2,258.66,3.85,7.31,3.85,7.31
Ghana,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Madagascar,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Cameron,1973,3.35,6.36,3.8,7.22,136.2,258.66,3.35,6.36,3.35,6.36
cotetrichy,1973,4.25,8.07,3.8,7.22,136.2,258.66,4.25,8.07,4.25,8.07
Niger,1973,2.65,5.03,3.8,7.22,136.2,258.66,2.65,5.03,2.65,5.03
BurkinaFaso,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
mali,1973,0,0,3.8,7.22,136.2,258.66,0,0,0,0
malawi,1973,3.85,7.31,3.8,7.22,136.2,258.66,3.85,7.31,3.85,7.31
Zambia,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Senegal,1973,3.75,7.12,3.8,7.22,136.2,258.66,3.75,7.12,3.75,7.12
Zimbabwe,1973,3.35,6.36,3.8,7.22,136.2,258.66,3.35,6.36,3.35,6.36
Guinea,1973,4.25,8.07,3.8,7.22,136.2,258.66,4.25,8.07,4.25,8.07
Rwanda,1973,0,0,3.8,7.22,136.2,258.66,0,0,0,0
Benin,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Burundi,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Tunisia,1973,3.35,6.36,3.8,7.22,136.2,258.66,3.35,6.36,3.35,6.36
Nevada,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Togo,1973,3.85,7.31,3.8,7.22,136.2,258.66,3.85,7.31,3.85,7.31
Libya,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Congo,1973,3.35,6.36,3.8,7.22,136.2,258.66,3.35,6.36,3.35,6.36
Liberia,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Mauritania,1973,3.35,6.36,3.8,7.22,136.2,258.66,3.35,6.36,3.35,6.36
Eritrea,1973,3.4,6.46,3.8,7.22,136.2,258.66,3.4,6.46,3.4,6.46
Namibia,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Oklahoma,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Gambia,1973,4.75,9.02,3.8,7.22,136.2,258.66,4.75,9.02,4.75,9.02
Botswana,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Puerto Rico,1973,1.2,2.28,3.8,7.22,136.2,258.66,1.2,2.28,4.25,8.07
Rhode Island,1973,4.25,8.07,3.8,7.22,136.2,258.66,4.25,8.07,4.25,8.07
Gabon,1973,0,0,3.8,7.22,136.2,258.66,0,0,0,0
Lesotho,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Mauritius,1973,0,0,3.8,7.22,136.2,258.66,0,0,0,0
Eswatini,1973,3.35,6.36,3.8,7.22,136.2,258.66,3.35,6.36,3.35,6.36
Djibouti,1973,4.65,8.83,3.8,7.22,136.2,258.66,4.65,8.83,4.65,8.83
Utah,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Vermont,1973,3.85,7.31,3.8,7.22,136.2,258.66,3.85,7.31,3.85,7.31
Comoros,1973,2.65,5.03,3.8,7.22,136.2,258.66,2.65,5.03,2.65,5.03
CaboVerde,1973,4.25,8.07,3.8,7.22,136.2,258.66,4.25,8.07,4.25,8.07
Seychelles,1973,3.35,6.36,3.8,7.22,136.2,258.66,3.35,6.36,3.35,6.36
Wisconsin,1973,3.8,7.22,3.8,7.22,136.2,258.66,3.8,7.22,3.8,7.22
Wyoming,1973,1.6,3.04,3.8,7.22,136.2,258.66,1.6,3.04,1.6,3.04
Nigeria,1974,0,0,4.25,7.84,140.3,258.66,0,0,0,0
Ethiopia,1974,4.75,8.76,4.25,7.84,140.3,258.66,4.75,8.76,4.75,8.76
Egypt,1974,0,0,4.25,7.84,140.3,258.66,0,0,0,0
DRcongo,1974,3.65,6.73,4.25,7.84,140.3,258.66,3.65,6.73,3.65,6.73
Tanzania,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
SouthAfrica,1974,3,5.53,4.25,7.84,140.3,258.66,3,5.53,3,5.53
Kenya,1974,4.27,7.87,4.25,7.84,140.3,258.66,4.27,7.87,4.27,7.87
Uganda,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Algeria,1974,3.9,7.19,4.25,7.84,140.3,258.66,3.9,7.19,5.45,10.05
Sudan,1974,0,0,4.25,7.84,140.3,258.66,0,0,0,0
Morocco,1974,3.25,5.99,4.25,7.84,140.3,258.66,3.25,5.99,3.25,5.99
Angola,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Mozambique,1974,3.85,7.1,4.25,7.84,140.3,258.66,3.85,7.1,3.85,7.1
Ghana,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Madagascar,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Cameron,1974,3.35,6.18,4.25,7.84,140.3,258.66,3.35,6.18,3.35,6.18
cotetrichy,1974,4.65,8.57,4.25,7.84,140.3,258.66,4.65,8.57,4.65,8.57
Niger,1974,2.65,4.89,4.25,7.84,140.3,258.66,2.65,4.89,2.65,4.89
BurkinaFaso,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
mali,1974,0,0,4.25,7.84,140.3,258.66,0,0,0,0
malawi,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Zambia,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Senegal,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Zimbabwe,1974,3.35,6.18,4.25,7.84,140.3,258.66,3.35,6.18,3.35,6.18
Guinea,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Rwanda,1974,0,0,4.25,7.84,140.3,258.66,0,0,0,0
Benin,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Burundi,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Tunisia,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Nevada,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Togo,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Libya,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Congo,1974,3.35,6.18,4.25,7.84,140.3,258.66,3.35,6.18,3.35,6.18
Liberia,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Mauritania,1974,3.8,7.01,4.25,7.84,140.3,258.66,3.8,7.01,3.8,7.01
Eritrea,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Namibia,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Oklahoma,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Gambia,1974,4.75,8.76,4.25,7.84,140.3,258.66,4.75,8.76,4.75,8.76
Botswana,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Puerto Rico,1974,1.2,2.21,4.25,7.84,140.3,258.66,1.2,2.21,4.25,7.84
Rhode Island,1974,4.45,8.2,4.25,7.84,140.3,258.66,4.45,8.2,4.45,8.2
Gabon,1974,0,0,4.25,7.84,140.3,258.66,0,0,0,0
Lesotho,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Mauritius,1974,0,0,4.25,7.84,140.3,258.66,0,0,0,0
Eswatini,1974,3.35,6.18,4.25,7.84,140.3,258.66,3.35,6.18,3.35,6.18
Djibouti,1974,4.65,8.57,4.25,7.84,140.3,258.66,4.65,8.57,4.65,8.57
Utah,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Vermont,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Comoros,1974,3.65,6.73,4.25,7.84,140.3,258.66,3.65,6.73,3.65,6.73
CaboVerde,1974,4.25,7.84,4.25,7.84,140.3,258.66,4.25,7.84,4.25,7.84
Seychelles,1974,3.8,7.01,4.25,7.84,140.3,258.66,3.8,7.01,3.8,7.01
Wisconsin,1974,3.8,7.01,4.25,7.84,140.3,258.66,3.8,7.01,3.8,7.01
Wyoming,1974,1.6,2.95,4.25,7.84,140.3,258.66,1.6,2.95,1.6,2.95
Nigeria,1975,0,0,4.25,7.61,144.5,258.66,0,0,0,0
Ethiopia,1975,4.75,8.5,4.25,7.61,144.5,258.66,4.75,8.5,4.75,8.5
Egypt,1975,0,0,4.25,7.61,144.5,258.66,0,0,0,0
DRcongo,1975,3.65,6.53,4.25,7.61,144.5,258.66,3.65,6.53,3.65,6.53
Tanzania,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
SouthAfrica,1975,3,5.37,4.25,7.61,144.5,258.66,3,5.37,3,5.37
Kenya,1975,4.27,7.64,4.25,7.61,144.5,258.66,4.27,7.64,4.27,7.64
Uganda,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Algeria,1975,3.9,6.98,4.25,7.61,144.5,258.66,3.9,6.98,5.45,9.76
Sudan,1975,0,0,4.25,7.61,144.5,258.66,0,0,0,0
Morocco,1975,3.25,5.82,4.25,7.61,144.5,258.66,3.25,5.82,3.25,5.82
Angola,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Mozambique,1975,3.85,6.89,4.25,7.61,144.5,258.66,3.85,6.89,3.85,6.89
Ghana,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Madagascar,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Cameron,1975,3.35,6,4.25,7.61,144.5,258.66,3.35,6,3.35,6
cotetrichy,1975,4.65,8.32,4.25,7.61,144.5,258.66,4.65,8.32,4.65,8.32
Niger,1975,2.65,4.74,4.25,7.61,144.5,258.66,2.65,4.74,2.65,4.74
BurkinaFaso,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
mali,1975,0,0,4.25,7.61,144.5,258.66,0,0,0,0
malawi,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Zambia,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Senegal,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Zimbabwe,1975,3.35,6,4.25,7.61,144.5,258.66,3.35,6,3.35,6
Guinea,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Rwanda,1975,0,0,4.25,7.61,144.5,258.66,0,0,0,0
Benin,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Burundi,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Tunisia,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Nevada,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Togo,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Libya,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Congo,1975,3.35,6,4.25,7.61,144.5,258.66,3.35,6,3.35,6
Liberia,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Mauritania,1975,3.8,6.8,4.25,7.61,144.5,258.66,3.8,6.8,3.8,6.8
Eritrea,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Namibia,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Oklahoma,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Gambia,1975,4.75,8.5,4.25,7.61,144.5,258.66,4.75,8.5,4.75,8.5
Botswana,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Puerto Rico,1975,1.2,2.15,4.25,7.61,144.5,258.66,1.2,2.15,4.25,7.61
Rhode Island,1975,4.45,7.97,4.25,7.61,144.5,258.66,4.45,7.97,4.45,7.97
Gabon,1975,0,0,4.25,7.61,144.5,258.66,0,0,0,0
Lesotho,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Mauritius,1975,0,0,4.25,7.61,144.5,258.66,0,0,0,0
Eswatini,1975,3.35,6,4.25,7.61,144.5,258.66,3.35,6,3.35,6
Djibouti,1975,4.65,8.32,4.25,7.61,144.5,258.66,4.65,8.32,4.65,8.32
Utah,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Vermont,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Comoros,1975,3.65,6.53,4.25,7.61,144.5,258.66,3.65,6.53,3.65,6.53
CaboVerde,1975,4.25,7.61,4.25,7.61,144.5,258.66,4.25,7.61,4.25,7.61
Seychelles,1975,3.8,6.8,4.25,7.61,144.5,258.66,3.8,6.8,3.8,6.8
Wisconsin,1975,3.8,6.8,4.25,7.61,144.5,258.66,3.8,6.8,3.8,6.8
Wyoming,1975,1.6,2.86,4.25,7.61,144.5,258.66,1.6,2.86,1.6,2.86
Nigeria,1976,0,0,4.25,7.42,148.2,258.66,0,0,0,0
Ethiopia,1976,4.75,8.29,4.25,7.42,148.2,258.66,4.75,8.29,4.75,8.29
Egypt,1976,0,0,4.25,7.42,148.2,258.66,0,0,0,0
DRcongo,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Tanzania,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
SouthAfrica,1976,3,5.24,4.25,7.42,148.2,258.66,3,5.24,3,5.24
Kenya,1976,4.27,7.45,4.25,7.42,148.2,258.66,4.27,7.45,4.27,7.45
Uganda,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Algeria,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Sudan,1976,0,0,4.25,7.42,148.2,258.66,0,0,0,0
Morocco,1976,3.25,5.67,4.25,7.42,148.2,258.66,3.25,5.67,3.25,5.67
Angola,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Mozambique,1976,5.25,9.16,4.25,7.42,148.2,258.66,5.25,9.16,5.25,9.16
Ghana,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Madagascar,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Cameron,1976,3.35,5.85,4.25,7.42,148.2,258.66,3.35,5.85,3.35,5.85
cotetrichy,1976,4.65,8.12,4.25,7.42,148.2,258.66,4.65,8.12,4.65,8.12
Niger,1976,2.65,4.63,4.25,7.42,148.2,258.66,2.65,4.63,2.65,4.63
BurkinaFaso,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
mali,1976,0,0,4.25,7.42,148.2,258.66,0,0,0,0
malawi,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Zambia,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Senegal,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Zimbabwe,1976,3.35,5.85,4.25,7.42,148.2,258.66,3.35,5.85,3.35,5.85
Guinea,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Rwanda,1976,0,0,4.25,7.42,148.2,258.66,0,0,0,0
Benin,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Burundi,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Tunisia,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Nevada,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Togo,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Libya,1976,5.05,8.81,4.25,7.42,148.2,258.66,5.05,8.81,5.05,8.81
Congo,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Liberia,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Mauritania,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Eritrea,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Namibia,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Oklahoma,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Gambia,1976,4.75,8.29,4.25,7.42,148.2,258.66,4.75,8.29,4.75,8.29
Botswana,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Puerto Rico,1976,1.2,2.09,4.25,7.42,148.2,258.66,1.2,2.09,4.25,7.42
Rhode Island,1976,4.45,7.77,4.25,7.42,148.2,258.66,4.45,7.77,4.45,7.77
Gabon,1976,0,0,4.25,7.42,148.2,258.66,0,0,0,0
Lesotho,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Mauritius,1976,0,0,4.25,7.42,148.2,258.66,0,0,0,0
Eswatini,1976,3.35,5.85,4.25,7.42,148.2,258.66,3.35,5.85,3.35,5.85
Djibouti,1976,4.65,8.12,4.25,7.42,148.2,258.66,4.65,8.12,4.65,8.12
Utah,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Vermont,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Comoros,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
CaboVerde,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Seychelles,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Wisconsin,1976,4.25,7.42,4.25,7.42,148.2,258.66,4.25,7.42,4.25,7.42
Wyoming,1976,1.6,2.79,4.25,7.42,148.2,258.66,1.6,2.79,1.6,2.79
Nigeria,1977,0,0,4.25,7.21,152.4,258.66,0,0,0,0
Ethiopia,1977,4.75,8.06,4.25,7.21,152.4,258.66,4.75,8.06,4.75,8.06
Egypt,1977,0,0,4.25,7.21,152.4,258.66,0,0,0,0
DRcongo,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Tanzania,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
SouthAfrica,1977,3,5.09,4.25,7.21,152.4,258.66,3,5.09,3,5.09
Kenya,1977,4.27,7.25,4.25,7.21,152.4,258.66,4.27,7.25,4.27,7.25
Uganda,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Algeria,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Sudan,1977,0,0,4.25,7.21,152.4,258.66,0,0,0,0
Morocco,1977,3.25,5.52,4.25,7.21,152.4,258.66,3.25,5.52,3.25,5.52
Angola,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Mozambique,1977,5.25,8.91,4.25,7.21,152.4,258.66,5.25,8.91,5.25,8.91
Ghana,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Madagascar,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Cameron,1977,3.35,5.69,4.25,7.21,152.4,258.66,3.35,5.69,3.35,5.69
cotetrichy,1977,4.65,7.89,4.25,7.21,152.4,258.66,4.65,7.89,4.65,7.89
Niger,1977,2.65,4.5,4.25,7.21,152.4,258.66,2.65,4.5,2.65,4.5
BurkinaFaso,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
mali,1977,0,0,4.25,7.21,152.4,258.66,0,0,0,0
malawi,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Zambia,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Senegal,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Zimbabwe,1977,3.35,5.69,4.25,7.21,152.4,258.66,3.35,5.69,3.35,5.69
Guinea,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Rwanda,1977,0,0,4.25,7.21,152.4,258.66,0,0,0,0
Benin,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Burundi,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Tunisia,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Nevada,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Togo,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Libya,1977,5.05,8.57,4.25,7.21,152.4,258.66,5.05,8.57,5.05,8.57
Congo,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Liberia,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Mauritania,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Eritrea,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Namibia,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Oklahoma,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Gambia,1977,4.75,8.06,4.25,7.21,152.4,258.66,4.75,8.06,4.75,8.06
Botswana,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Puerto Rico,1977,1.2,2.04,4.25,7.21,152.4,258.66,1.2,2.04,4.25,7.21
Rhode Island,1977,4.45,7.55,4.25,7.21,152.4,258.66,4.45,7.55,4.45,7.55
Gabon,1977,0,0,4.25,7.21,152.4,258.66,0,0,0,0
Lesotho,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Mauritius,1977,0,0,4.25,7.21,152.4,258.66,0,0,0,0
Eswatini,1977,3.35,5.69,4.25,7.21,152.4,258.66,3.35,5.69,3.35,5.69
Djibouti,1977,4.65,7.89,4.25,7.21,152.4,258.66,4.65,7.89,4.65,7.89
Utah,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Vermont,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Comoros,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
CaboVerde,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Seychelles,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Wisconsin,1977,4.25,7.21,4.25,7.21,152.4,258.66,4.25,7.21,4.25,7.21
Wyoming,1977,1.6,2.72,4.25,7.21,152.4,258.66,1.6,2.72,1.6,2.72
Nigeria,1978,0,0,4.25,7.01,156.9,258.66,0,0,0,0
Ethiopia,1978,4.75,7.83,4.25,7.01,156.9,258.66,4.75,7.83,4.75,7.83
Egypt,1978,0,0,4.25,7.01,156.9,258.66,0,0,0,0
DRcongo,1978,4.25,7.01,4.25,7.01,156.9,258.66,4.25,7.01,4.25,7.01
Tanzania,1978,4.25,7.01,4.25,7.01,156.9,258.66,4.25,7.01,4.25,7.01
SouthAfrica,1978,3,4.95,4.25,7.01,156.9,258.66,3,4.95,3,4.95
Kenya,1978,4.27,7.04,4.25,7.01,156.9,258.66,4.27,7.04,4.27,7.04
